,length,popularity_,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,days_since,popularity_meta,followers,popularity_count,popularity_count_album,artist_avg_pop_other,album_avg_pop_other,imputed_album_avg_pop_other,time_signature_3,time_signature_4,time_signature_5,liveness_speechiness_feat_2.0,liveness_speechiness_feat_3.0,liveness_speechiness_feat_999.0,danceability_speechiness_feat_3.0,danceability_speechiness_feat_999.0,length_speechiness_feat_3.0,length_speechiness_feat_5.0,length_speechiness_feat_999.0,instrumentalness_time_signature_feat_2.0,instrumentalness_time_signature_feat_3.0,instrumentalness_time_signature_feat_999.0,length_tempo_feat_2.0,length_tempo_feat_5.0,length_tempo_feat_999.0
1272,206171,71,0.778,0.753,0.6409999999999999,0.0,0.104,-5.257999999999999,0.0449,131.914,365,82.0,27224441.0,8,6,74.14285714285714,72.4,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1273,170866,70,0.6709999999999999,0.333,0.636,0.0,0.122,-6.496,0.0608,125.851,365,82.0,27224441.0,8,6,74.28571428571429,72.6,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1274,276920,84,0.491,0.0295,0.956,0.0,0.46,-1.538,0.392,173.585,4784,83.0,7763062.0,8,2,77.14285714285714,78.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1275,272506,80,0.654,0.246,0.75,0.0178,0.16699999999999998,-7.508999999999999,0.105,92.78,4085,83.0,7763062.0,8,3,77.71428571428571,78.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1276,267520,78,0.632,0.281,0.924,0.0,0.263,-1.802,0.29,86.844,4784,83.0,7763062.0,8,2,78.0,84.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1277,205560,73,0.759,0.23,0.6779999999999999,0.0,0.15,-5.148,0.314,89.64,7276,83.0,7763062.0,8,1,78.71428571428571,78.71428571428571,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1278,284493,73,0.261,0.139,0.852,4.26e-05,0.477,-4.965,0.158,177.997,1925,83.0,7763062.0,8,1,78.71428571428571,78.71428571428571,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1279,178213,72,0.754,0.552,0.631,0.0,0.5,-4.751,0.307,94.577,4085,83.0,7763062.0,8,3,78.85714285714286,82.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1280,228461,72,0.73,0.354,0.5760000000000001,3.59e-05,0.15,-5.442,0.287,92.131,406,97.0,69021028.0,15,7,81.57142857142857,78.16666666666667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1281,193805,76,0.812,0.152,0.736,0.00254,0.0914,-5.421,0.0833,91.993,185,78.0,12390309.0,8,3,69.0,71.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1282,190666,83,0.855,0.0783,0.83,1.31e-06,0.08,-2.815,0.106,90.009,100,77.0,5201509.0,9,1,77.25,77.25,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1284,182863,73,0.8240000000000001,0.125,0.8190000000000001,2.45e-05,0.13699999999999998,-4.336,0.0786,92.001,239,78.0,12390309.0,8,1,69.42857142857143,69.42857142857143,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1285,193456,72,0.775,0.18,0.679,7.26e-05,0.068,-4.985,0.135,166.00799999999995,1790,78.0,12390309.0,8,1,69.57142857142857,69.57142857142857,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1286,176193,72,0.8740000000000001,0.197,0.654,0.0,0.182,-5.529,0.309,150.016,185,78.0,12390309.0,8,3,69.57142857142857,73.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1287,157837,61,0.759,0.0477,0.711,1.19e-06,0.14300000000000002,-5.199,0.0384,111.902,50,78.0,12390309.0,8,2,71.14285714285714,64.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1288,206277,71,0.518,0.0146,0.799,0.000189,0.787,-4.316,0.123,92.02,185,78.0,12390309.0,8,3,69.71428571428571,74.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1289,136901,70,0.703,0.06,0.8059999999999999,0.00661,0.375,-3.563,0.0594,141.984,309,78.0,12390309.0,8,1,69.85714285714286,69.85714285714286,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1290,164205,73,0.642,0.0476,0.772,0.0,0.0646,-6.61,0.0848,153.995,1575,83.0,7722007.0,3,2,72.5,74.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1291,195519,74,0.63,0.00281,0.6940000000000001,0.0,0.0719,-6.2570000000000014,0.0253,97.005,1575,83.0,7722007.0,3,2,72.0,73.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1292,198946,62,0.703,0.13699999999999998,0.66,0.0,0.192,-5.119,0.123,95.031,1491,88.0,25028578.0,7,1,76.83333333333333,76.83333333333333,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1293,146880,71,0.6629999999999999,0.0791,0.8490000000000001,1.2e-06,0.192,-4.462,0.0334,123.992,490,73.0,190063.0,2,1,70.0,70.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1294,162273,71,0.7709999999999999,0.297,0.8420000000000001,0.0,0.121,-4.4460000000000015,0.0659,104.958,77,83.0,7722007.0,3,1,73.5,73.5,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1295,257800,84,0.828,0.0644,0.4920000000000001,0.00428,0.128,-9.744,0.0276,120.151,16688,78.0,8972379.0,10,3,75.33333333333333,76.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1296,270213,81,0.545,0.009000000000000001,0.67,0.000822,0.0451,-8.81,0.0496,151.553,16688,78.0,8972379.0,10,3,75.66666666666667,77.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1297,226653,78,0.73,0.258,0.487,0.01,0.0852,-10.991,0.0303,114.965,12968,78.0,8972379.0,10,2,76.0,72.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1298,199493,78,0.414,0.883,0.161,0.000223,0.117,-22.32,0.0318,159.375,17262,78.0,8972379.0,10,2,76.0,73.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1299,223613,78,0.583,0.0185,0.947,0.00109,0.0679,-5.12,0.0378,135.44799999999998,16688,78.0,8972379.0,10,2,76.0,74.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1300,193346,74,0.6709999999999999,0.0393,0.71,1.12e-05,0.0387,-7.724,0.0356,118.745,16688,78.0,8972379.0,10,2,76.44444444444444,78.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1301,252773,73,0.723,0.111,0.49,0.0946,0.0923,-14.745,0.0296,129.012,17262,78.0,8972379.0,10,2,76.55555555555556,78.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1302,264906,73,0.622,0.017,0.54,0.00771,0.265,-13.99,0.0261,130.879,12380,78.0,8972379.0,10,7,76.55555555555556,73.83333333333333,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1303,221053,72,0.64,0.21600000000000005,0.649,8.3e-05,0.0551,-10.345,0.0264,124.825,12968,78.0,8972379.0,10,2,76.66666666666667,78.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1304,134400,71,0.654,0.858,0.336,0.385,0.0786,-12.825,0.0379,176.083,16688,78.0,8972379.0,10,3,76.77777777777777,82.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1305,142677,86,0.7390000000000001,0.0245,0.586,0.000252,0.308,-5.079,0.0472,124.026,175,75.0,3868733.0,8,1,69.71428571428571,69.71428571428571,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1306,201122,78,0.6940000000000001,0.132,0.7120000000000001,0.0,0.211,-3.923,0.046,98.023,2037,74.0,10355936.0,8,5,67.57142857142857,71.75,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1307,213427,74,0.583,0.00312,0.732,9.86e-06,0.269,-5.728,0.0457,145.99200000000005,2037,74.0,10355936.0,8,5,68.14285714285714,72.75,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1308,224030,69,0.5760000000000001,0.00778,0.782,0.0,0.285,-4.825,0.0296,141.153,2037,74.0,10355936.0,8,5,68.85714285714286,74.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1309,190050,65,0.608,0.43,0.71,0.0,0.0903,-4.998,0.0636,124.985,588,74.0,10355936.0,8,1,69.42857142857143,69.42857142857143,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1310,161125,67,0.691,0.376,0.409,0.000224,0.145,-10.144,0.0376,124.994,140,74.0,10355936.0,8,1,69.14285714285714,69.14285714285714,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1311,180640,67,0.485,0.784,0.332,0.000122,0.146,-9.244,0.0338,130.813,2037,74.0,10355936.0,8,5,69.14285714285714,74.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1312,179652,66,0.7020000000000001,0.469,0.7440000000000001,0.0,0.0915,-4.063,0.0861,77.486,749,74.0,10355936.0,8,1,69.28571428571429,69.28571428571429,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1313,213543,65,0.556,0.4,0.529,0.0,0.268,-4.464,0.025,89.887,3939,74.0,10355936.0,8,1,69.42857142857143,69.42857142857143,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1314,183067,57,0.789,0.123,0.727,9.59e-06,0.222,-6.772,0.126,104.947,868,79.0,8200311.0,13,3,72.91666666666667,72.5,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1315,200346,71,0.821,0.0104,0.8190000000000001,5.4899999999999986e-05,0.145,-3.627,0.0272,126.03,4669,75.0,10989010.0,9,2,65.25,67.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1316,207680,65,0.6890000000000001,0.0721,0.8079999999999999,0.0,0.241,-3.28,0.0572,91.012,392,75.0,10989010.0,9,3,66.0,61.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1317,264600,63,0.581,0.14300000000000002,0.6509999999999999,1.05e-05,0.107,-5.617000000000001,0.0392,151.959,7956,75.0,10989010.0,9,1,66.25,66.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1318,243413,69,0.723,0.0426,0.777,3.68e-06,0.0451,-3.503,0.108,91.017,3208,75.0,10989010.0,9,2,65.5,68.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1319,199693,62,0.72,0.0904,0.909,0.0,0.13699999999999998,-3.258,0.0952,91.022,392,75.0,10989010.0,9,3,66.375,62.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1320,191426,68,0.487,0.7040000000000001,0.478,0.0,0.121,-5.91,0.0536,137.799,3208,75.0,10989010.0,9,2,65.625,69.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1321,332040,68,0.647,0.657,0.629,6.459999999999997e-05,0.0428,-8.041,0.0305,112.049,9822,75.0,10989010.0,9,1,65.625,65.625,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1322,231786,67,0.6459999999999999,0.0209,0.94,0.0,0.0691,-2.8560000000000003,0.0838,129.011,4669,75.0,10989010.0,9,2,65.75,71.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1323,181573,60,0.745,0.258,0.902,0.0,0.0869,-2.041,0.0498,93.955,392,75.0,10989010.0,9,3,66.625,63.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1324,334743,78,0.481,0.735,0.262,0.0114,0.8320000000000001,-15.73,0.0414,122.861,17199,78.0,17838199.0,10,2,69.77777777777777,67.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1325,238746,77,0.693,0.0782,0.394,0.0006940000000000001,0.247,-15.882,0.0428,104.114,15659,78.0,17838199.0,10,3,69.88888888888889,71.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1326,382296,74,0.472,0.15,0.366,0.312,0.0837,-12.595,0.0286,127.163,15659,78.0,17838199.0,10,3,70.22222222222223,72.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1327,382834,73,0.468,0.024,0.536,0.00199,0.269,-10.422,0.14400000000000002,126.256,18124,78.0,17838199.0,10,4,70.33333333333333,70.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1328,413947,72,0.359,0.521,0.48,0.0043,0.17800000000000002,-11.79,0.0841,120.285,18124,78.0,17838199.0,10,4,70.44444444444444,70.33333333333333,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1329,169534,71,0.431,0.389,0.373,0.728,0.14300000000000002,-15.142,0.0346,128.153,18124,78.0,17838199.0,10,4,70.55555555555556,70.66666666666667,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1330,278440,68,0.5870000000000001,0.223,0.302,0.00216,0.128,-14.976,0.0293,112.46,15659,78.0,17838199.0,10,3,70.88888888888889,75.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1331,811077,67,0.264,0.772,0.294,0.6859999999999999,0.107,-11.941,0.028,137.937,17199,78.0,17838199.0,10,2,71.0,78.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1332,226666,67,0.324,0.0732,0.265,0.341,0.366,-13.398,0.0302,133.56799999999998,18124,78.0,17838199.0,10,4,71.0,72.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1333,305507,59,0.4970000000000001,0.731,0.278,0.000508,0.284,-15.557,0.0513,120.931,4304,78.0,17838199.0,10,1,71.88888888888889,71.88888888888889,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1334,198800,82,0.774,0.0249,0.838,0.025,0.242,-3.914,0.114,143.04,6910,80.0,11528619.0,9,1,74.125,74.125,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1335,251240,80,0.7879999999999999,0.25,0.8440000000000001,0.000678,0.0723,-3.131,0.0334,113.324,5468,80.0,11528619.0,9,1,74.375,74.375,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1336,211066,80,0.759,0.202,0.6990000000000001,0.000131,0.443,-5.745,0.0307,92.96,8676,80.0,11528619.0,9,1,74.375,74.375,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1337,211160,79,0.7509999999999999,0.3,0.8340000000000001,1.77e-05,0.355,-5.444,0.0437,95.053,8186,80.0,11528619.0,9,1,74.5,74.5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1338,224400,77,0.7240000000000001,0.073,0.695,0.0,0.0889,-5.226,0.0622,139.0,5064,80.0,11528619.0,9,3,74.75,73.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1339,192360,75,0.7909999999999999,0.147,0.733,0.000381,0.0713,-5.215,0.052000000000000005,114.98,5064,80.0,11528619.0,9,3,75.0,74.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1341,225080,72,0.696,0.0485,0.7340000000000001,0.0,0.183,-5.294,0.0298,107.987,4218,80.0,11528619.0,9,1,75.375,75.375,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1342,216520,71,0.7170000000000001,0.0192,0.5870000000000001,0.0,0.0523,-7.296,0.0339,129.954,5064,80.0,11528619.0,9,3,75.5,76.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1343,202266,80,0.464,0.0493,0.795,0.00244,0.399,-9.267,0.0926,158.691,20636,77.0,12334056.0,10,1,73.44444444444444,73.44444444444444,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1344,270773,77,0.634,0.447,0.63,0.039,0.17,-8.277000000000001,0.031,118.628,19306,77.0,12334056.0,10,2,73.77777777777777,69.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1345,213066,77,0.631,0.0436,0.932,0.13699999999999998,0.0918,-4.142,0.0354,122.429,15026,77.0,12334056.0,10,1,73.77777777777777,73.77777777777777,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1346,222813,77,0.723,0.0383,0.863,0.0317,0.128,-7.89,0.0338,136.30200000000002,20895,77.0,12334056.0,10,1,73.77777777777777,73.77777777777777,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1347,378146,75,0.7020000000000001,0.518,0.6679999999999999,0.0,0.0588,-9.237,0.214,116.063,19670,77.0,12334056.0,10,1,74.0,74.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1348,265173,73,0.7829999999999999,0.39,0.878,0.000778,0.0426,-3.864,0.0308,100.626,16198,77.0,12334056.0,10,2,74.22222222222223,70.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1349,272000,73,0.429,0.67,0.5539999999999999,0.000152,0.105,-6.127999999999999,0.0291,136.30200000000002,17941,77.0,12334056.0,10,1,74.22222222222223,74.22222222222223,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1350,288666,70,0.795,0.443,0.71,0.0215,0.344,-4.746,0.0392,109.689,16198,77.0,12334056.0,10,2,74.55555555555556,73.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1351,341773,70,0.4320000000000001,0.687,0.389,0.0107,0.0788,-6.517,0.0255,139.506,18802,77.0,12334056.0,10,1,74.55555555555556,74.55555555555556,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1352,448720,69,0.32,0.64,0.62,6.36e-05,0.253,-9.686,0.0594,86.32700000000001,19306,77.0,12334056.0,10,2,74.66666666666667,77.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1353,356066,79,0.446,0.0901,0.952,0.0857,0.112,-5.3210000000000015,0.0523,125.303,12869,79.0,26557708.0,10,3,75.44444444444444,74.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1354,536066,82,0.294,0.0163,0.6409999999999999,0.22,0.112,-9.316,0.0291,79.759,11350,79.0,26557708.0,10,3,75.11111111111111,76.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1355,273480,75,0.453,0.0195,0.987,0.28300000000000003,0.268,-4.485,0.0889,123.544,12869,79.0,26557708.0,10,3,75.88888888888889,76.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1356,405600,74,0.268,0.0192,0.98,0.007090000000000002,0.182,-5.957999999999998,0.103,100.315,12869,79.0,26557708.0,10,3,76.0,77.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1357,336000,80,0.496,0.0211,0.7390000000000001,0.00444,0.106,-7.193,0.0415,132.41,11349,79.0,26557708.0,10,3,75.33333333333333,72.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1358,283733,79,0.456,0.00182,0.59,0.00379,0.104,-8.638,0.0327,124.635,11350,79.0,26557708.0,10,3,75.44444444444444,77.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1359,182733,73,0.262,0.0109,0.777,0.113,0.12,-8.671,0.0632,152.5,11350,79.0,26557708.0,10,3,76.11111111111111,80.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1360,343640,73,0.35,0.008759999999999999,0.985,0.551,0.36,-5.676,0.122,151.007,11349,79.0,26557708.0,10,3,76.11111111111111,75.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1361,354880,72,0.457,0.6859999999999999,0.297,0.000107,0.109,-12.511,0.0306,120.021,12869,79.0,26557708.0,10,1,76.22222222222223,76.22222222222223,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1362,462093,71,0.336,0.0793,0.787,0.0648,0.32,-8.802999999999997,0.0732,140.003,11349,79.0,26557708.0,10,3,76.33333333333333,76.5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1363,188066,75,0.713,0.753,0.639,0.0,0.0878,-5.529,0.0313,125.959,7226,80.0,5527364.0,10,1,66.44444444444444,66.44444444444444,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1364,237333,69,0.535,0.5329999999999999,0.5479999999999999,1.48e-06,0.123,-6.51,0.037000000000000005,115.144,6458,80.0,5527364.0,10,2,67.11111111111111,64.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1365,244586,72,0.615,0.152,0.733,0.0,0.109,-4.808,0.0335,122.58,4756,80.0,5527364.0,10,1,66.77777777777777,66.77777777777777,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1366,212373,72,0.6859999999999999,0.39,0.688,1.03e-06,0.0924,-4.981,0.0254,123.125,5646,80.0,5527364.0,10,1,66.77777777777777,66.77777777777777,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1367,225906,64,0.608,0.8440000000000001,0.37,1.87e-05,0.112,-9.207,0.0306,127.631,6458,80.0,5527364.0,10,2,67.66666666666667,69.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1368,199266,69,0.532,0.0559,0.795,0.0,0.295,-3.979,0.0358,143.83700000000005,3473,80.0,5527364.0,10,1,67.11111111111111,67.11111111111111,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1369,206639,59,0.339,0.908,0.214,7.47e-06,0.341,-11.714,0.0375,94.775,4018,80.0,5527364.0,10,1,68.22222222222223,68.22222222222223,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1370,147135,67,0.608,0.73,0.6709999999999999,1.88e-06,0.0849,-5.643,0.0422,161.768,154,80.0,5527364.0,10,1,67.33333333333333,67.33333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1371,182666,63,0.693,0.8690000000000001,0.257,0.0,0.11,-7.785,0.0356,90.012,1428,80.0,5527364.0,10,1,67.77777777777777,67.77777777777777,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1372,170213,63,0.505,0.461,0.465,0.0,0.16899999999999998,-6.599,0.0566,141.884,5645,80.0,5527364.0,10,1,67.77777777777777,67.77777777777777,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1373,164781,82,0.376,0.0858,0.657,0.0,0.0884,-4.658,0.0768,80.565,175,80.0,4090880.0,9,1,75.625,75.625,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1374,161384,80,0.662,0.213,0.413,0.0,0.134,-7.357,0.0299,93.005,707,80.0,4090880.0,9,4,75.875,72.66666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1375,181688,75,0.487,0.157,0.74,0.0,0.612,-4.973,0.0944,73.779,812,80.0,4090880.0,9,1,76.5,76.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1376,130897,66,0.642,0.0185,0.787,0.0,0.28800000000000003,-6.3889999999999985,0.17,146.733,91,71.0,1040703.0,2,2,65.0,65.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1377,172004,72,0.6859999999999999,0.00728,0.703,0.0,0.0946,-6.141,0.0606,144.90200000000004,987,80.0,4090880.0,9,1,76.875,76.875,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1378,151704,72,0.762,0.0442,0.426,0.0,0.0858,-6.865,0.113,167.827,707,80.0,4090880.0,9,4,76.875,75.33333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1379,231400,81,0.918,0.0928,0.609,0.0,0.139,-5.64,0.0791,128.00799999999998,5324,77.0,8701603.0,10,1,74.0,74.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1380,224653,78,0.747,0.0208,0.937,0.0,0.29,-5.746,0.0453,103.976,3766,77.0,8701603.0,10,3,74.33333333333333,77.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1381,232946,78,0.608,0.0991,0.86,0.0,0.262,-5.324,0.0554,127.075,3766,77.0,8701603.0,10,3,74.33333333333333,77.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1382,192190,77,0.688,0.0215,0.7020000000000001,0.0,0.128,-4.792,0.0499,94.006,2747,77.0,8701603.0,10,3,74.44444444444444,69.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1383,248133,77,0.706,0.0588,0.89,0.00286,0.306,-4.444,0.0688,128.011,3766,77.0,8701603.0,10,3,74.44444444444444,78.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1384,234560,77,0.616,0.0283,0.8690000000000001,0.0,0.064,-3.911,0.0327,127.966,4342,77.0,8701603.0,10,1,74.44444444444444,74.44444444444444,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1385,204640,75,0.72,0.009000000000000001,0.672,0.0,0.232,-6.852,0.0551,124.986,4946,77.0,8701603.0,10,1,74.66666666666667,74.66666666666667,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1386,190185,70,0.657,0.000704,0.8270000000000001,0.00534,0.065,-4.0360000000000005,0.0734,145.889,2747,77.0,8701603.0,10,3,75.22222222222223,72.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1387,224258,68,0.8540000000000001,0.0242,0.7659999999999999,0.0,0.0793,-4.697,0.141,118.004,2747,77.0,8701603.0,10,3,75.44444444444444,73.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1388,155032,66,0.794,0.0791,0.64,0.0,0.0812,-5.745,0.0306,110.058,7,77.0,8701603.0,10,1,75.66666666666667,75.66666666666667,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1389,294213,74,0.675,0.38,0.7340000000000001,0.895,0.141,-8.658999999999999,0.0265,101.998,4669,81.0,6148125.0,11,2,72.4,73.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1390,373626,76,0.722,0.00949,0.687,0.00413,0.0462,-5.189,0.0556,128.013,3939,81.0,6148125.0,11,1,72.2,72.2,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1391,295293,72,0.63,0.484,0.605,9.29e-05,0.298,-8.951,0.0414,115.277,5034,81.0,6148125.0,11,2,72.6,72.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1392,328573,74,0.574,0.146,0.736,1.66e-05,0.407,-4.743,0.0465,138.501,98,81.0,6148125.0,11,1,72.4,72.4,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1393,193293,74,0.7120000000000001,0.084,0.556,5.04e-05,0.527,-7.213999999999999,0.0531,90.494,672,81.0,6148125.0,11,2,72.4,73.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1394,221240,72,0.8809999999999999,0.48,0.441,9.08e-06,0.119,-6.278,0.0646,138.014,5034,81.0,6148125.0,11,2,72.6,72.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
